length_natural,od,wire_dia,length_max,load_min,load_max,stiffness,material,pkg_qty,part_number,pkg_cost
0.028575,0.004572,0.0008636,0.03683,3.6030582,39.9005334,4378.16929133858,Music-Wire Steel,5,5108N194,14.92
0.028575,0.006096,0.0005588,0.073152,0.8451618,9.2078154,192.639448818898,Music-Wire Steel,5,5108N211,14.92
0.028575,0.006096,0.0006604,0.058674,1.334466,14.679126,437.816929133858,Music-Wire Steel,5,5108N225,14.92
0.028575,0.006096,0.0007366,0.051308,1.779288,20.01699,788.070472440945,Music-Wire Steel,5,5108N239,14.92
0.028575,0.006096,0.0007874,0.048006,2.22411,23.575566,1138.32401574803,Music-Wire Steel,5,5108N255,14.92
0.028575,0.006096,0.0008636,0.043688,2.891343,31.13754,1856.34377952756,Music-Wire Steel,5,5108N273,14.92
0.028575,0.006096,0.0009398,0.041021,3.558576,38.699514,2872.07905511811,Music-Wire Steel,3,9044K145,5.89
0.028575,0.006096,0.0010414,0.037846,4.670631,51.821763,5061.1637007874,Music-Wire Steel,5,5108N303,14.92
0.028575,0.00762,0.0007874,0.055626,1.7348058,19.5276858,647.96905511811,Music-Wire Steel,5,5108N318,14.92
0.028575,0.00762,0.0009398,0.046355,2.891343,32.027184,1646.19165354331,Music-Wire Steel,3,9044K102,9.12
0.028575,0.00762,0.0012446,0.037338,6.227508,69.392232,7180.19763779528,Music-Wire Steel,5,5108N336,14.92
0.028575,0.00762,0.001397,0.035052,8.5405824,94.7915682,13309.6346456693,Music-Wire Steel,5,5108N347,14.92
0.028575,0.009144,0.0006604,0.075692,0.889644,10.008495,192.639448818898,Music-Wire Steel,5,5108N354,14.92
0.028575,0.009144,0.0007874,0.062992,1.4679126,16.4139318,420.304251968504,Music-Wire Steel,5,5108N361,14.92
0.028575,0.009144,0.0009906,0.047498,2.8023786,31.2265044,1488.57755905512,Music-Wire Steel,5,5108N4,14.92
0.028575,0.009144,0.0010414,0.04699,3.113754,35.140938,1733.75503937008,Music-Wire Steel,5,5108N412,14.92
0.028575,0.009144,0.001143,0.042926,4.003398,45.371844,2872.07905511811,Music-Wire Steel,5,5108N426,14.92
0.028575,0.009144,0.0014732,0.035814,8.4071358,93.5015844,11418.265511811,Music-Wire Steel,5,5108N466,15.2
0.028575,0.010668,0.0009398,0.050292,2.22411,23.130744,963.197244094488,Music-Wire Steel,5,5108N483,15.47
0.028575,0.010668,0.001143,0.042926,3.6475404,40.3008732,2521.82551181102,Music-Wire Steel,5,5108N494,15.47
0.028575,0.010668,0.001397,0.037846,6.227508,70.281876,6794.91874015748,Music-Wire Steel,5,5108N505,15.47
0.03175,0.003048,0.0003556,0.072898,0.444822,4.9820064,105.076062992126,Music-Wire Steel,5,5108N07,10.45
0.03175,0.003048,0.0004064,0.058674,0.889644,7.117152,227.664803149606,Music-Wire Steel,5,5108N078,10.45
0.03175,0.003048,0.0004572,0.051562,0.889644,9.786084,437.816929133858,Music-Wire Steel,5,5108N085,10.45
0.03175,0.004572,0.0003556,0.126746,0.3113754,3.4251294,35.0253543307087,Music-Wire Steel,5,5108N118,14.92
0.03175,0.004572,0.0004572,0.082804,0.6227508,6.894741,122.58874015748,Music-Wire Steel,5,5108N12,14.92
0.03175,0.004572,0.000508,0.07112,0.8451618,9.2522976,210.152125984252,Music-Wire Steel,5,5108N127,14.92
0.03175,0.004572,0.0005588,0.061722,0.889644,11.565372,350.253543307087,Music-Wire Steel,5,5108N136,14.92
0.03175,0.004572,0.0006096,0.056642,1.3789482,15.346359,560.405669291339,Music-Wire Steel,5,5108N148,14.92
0.03175,0.004572,0.0006604,0.051054,1.779288,18.682524,893.146535433071,Music-Wire Steel,5,5108N161,14.92
0.03175,0.004572,0.0007366,0.046736,2.3130744,25.8886404,1576.14094488189,Music-Wire Steel,5,5108N169,14.92
0.03175,0.004572,0.0007874,0.043688,2.668932,30.247896,2294.16070866142,Music-Wire Steel,5,5108N182,14.92
0.03175,0.004572,0.0008636,0.041402,3.6030582,39.9005334,3782.73826771654,Music-Wire Steel,5,5108N195,14.92
0.03175,0.0047752,0.0005842,0.050546,2.3575566,10.3643526,432.563125984252,Zinc-Plated Spring-Tempered Steel,12,9654K102,8.06
0.03175,0.006096,0.0004572,0.11811,0.4893042,5.2488996,52.538031496063,Music-Wire Steel,3,9044K85,5.89
0.03175,0.006096,0.0005588,0.08509,0.8451618,9.2078154,157.614094488189,Music-Wire Steel,5,5108N212,14.92
0.03175,0.006096,0.0006604,0.067056,1.334466,14.679126,367.766220472441,Music-Wire Steel,5,5108N226,14.92
0.03175,0.006096,0.0007366,0.058928,1.779288,20.01699,665.481732283465,Music-Wire Steel,5,5108N24,14.92
0.03175,0.006096,0.0007874,0.054356,2.22411,23.575566,928.17188976378,Music-Wire Steel,5,5108N256,14.92
0.03175,0.006096,0.0008636,0.049784,2.891343,31.13754,1558.62826771654,Music-Wire Steel,5,5108N274,14.92
0.03175,0.006096,0.0009398,0.045974,3.558576,38.699514,2451.77480314961,Music-Wire Steel,5,5108N289,14.92
0.03175,0.006096,0.0010414,0.042672,4.670631,51.821763,4290.60590551181,Music-Wire Steel,5,5108N304,14.92
0.03175,0.00635,0.0007366,0.052324,2.9803074,14.7236082,572.664543307087,Zinc-Plated Spring-Tempered Steel,12,9654K109,10.37
0.03175,0.00762,0.0007874,0.065024,1.7348058,19.5276858,525.38031496063,Music-Wire Steel,5,5108N319,14.92
0.03175,0.00762,0.0009398,0.05334,2.891343,32.027184,1348.47614173228,Music-Wire Steel,3,9044K112,9.12
0.03175,0.00762,0.0012446,0.042418,6.227508,69.392232,5936.79755905512,Music-Wire Steel,5,5108N337,14.92
0.03175,0.00762,0.001397,0.039624,8.5405824,94.7915682,11085.5246456693,Music-Wire Steel,5,5108N348,14.92
0.03175,0.0079502,0.0007366,0.06096,1.9572168,11.6543364,336.243401574803,Zinc-Plated Spring-Tempered Steel,12,9654K117,10.73
0.03175,0.0079502,0.000889,0.049276,4.3592556,20.5062942,926.420622047244,Zinc-Plated Spring-Tempered Steel,12,9654K125,10.73
0.03175,0.009144,0.0006604,0.093726,0.889644,10.008495,140.101417322835,Music-Wire Steel,5,5108N355,14.92
0.03175,0.009144,0.0007874,0.07493,1.4679126,16.4139318,332.740866141732,Music-Wire Steel,5,5108N362,14.92
0.03175,0.009144,0.0008636,0.065278,1.9127346,21.2624916,577.918346456693,Music-Wire Steel,5,5108N373,14.92
0.03175,0.009144,0.0009398,0.060706,2.22411,26.244498,823.095826771653,Music-Wire Steel,3,9044K223,5.89
0.03175,0.009144,0.0009906,0.056134,2.8023786,31.2265044,1155.83669291339,Music-Wire Steel,5,5108N401,14.92
0.03175,0.009144,0.0010414,0.054356,3.113754,35.140938,1418.5268503937,Music-Wire Steel,5,5108N413,14.92
0.03175,0.009144,0.001143,0.049022,4.003398,45.371844,2381.72409448819,Music-Wire Steel,3,9044K249,5.89
0.03175,0.009144,0.0012446,0.045974,5.337864,58.716504,3782.73826771654,Music-Wire Steel,5,5108N438,14.92
0.03175,0.009144,0.001397,0.042164,7.117152,78.288672,6759.89338582677,Music-Wire Steel,3,9044K114,9.12
0.03175,0.009144,0.0014732,0.041148,8.4071358,93.5015844,9159.13015748031,Music-Wire Steel,5,5108N467,15.2
0.03175,0.009525,0.000889,0.052578,2.8468608,16.8587538,670.735535433071,Zinc-Plated Spring-Tempered Steel,12,9654K188,12.99
0.03175,0.010668,0.0009398,0.062484,2.22411,23.130744,682.994409448819,Music-Wire Steel,5,5108N484,15.47
0.03175,0.010668,0.001143,0.051816,3.6475404,40.3008732,1838.8311023622,Music-Wire Steel,5,5108N495,15.47
0.03175,0.010668,0.001397,0.04445,6.227508,70.281876,5078.67637795276,Music-Wire Steel,5,5108N506,15.47
0.03175,0.0127,0.0009398,0.06731,1.779288,19.572168,490.354960629921,Music-Wire Steel,5,5108N521,15.63
0.03175,0.0127,0.0010414,0.059436,2.22411,25.799676,840.608503937008,Music-Wire Steel,5,5108N532,15.63
0.03175,0.0127,0.001143,0.0508,3.113754,33.36165,1628.67897637795,Music-Wire Steel,5,5108N545,15.63
0.03175,0.0127,0.001397,0.04445,5.337864,58.271682,4273.09322834646,Music-Wire Steel,5,5108N565,16.18
0.03175,0.0127,0.0016002,0.041402,7.561974,83.626536,8213.44559055118,Music-Wire Steel,3,5108N571,10.13
0.03175,0.0127,0.0017018,0.042418,17.79288,120.10194,9631.97244094488,Music-Wire Steel,1,8594N118,7.33
0.03175,0.0127,0.0017526,0.03937,9.6971196,107.6914062,12959.3811023622,Music-Wire Steel,3,5108N575,16.12
0.03175,0.0127,0.001905,0.038862,13.34466,146.79126,18913.6913385827,Music-Wire Steel,3,9654K208,11.27
0.034925,0.003048,0.0003556,0.080518,0.444822,4.9820064,105.076062992126,Music-Wire Steel,5,5108N071,10.45
0.034925,0.003048,0.0004572,0.05715,0.889644,9.786084,385.278897637795,Music-Wire Steel,5,5108N086,10.45
0.034925,0.003048,0.0005588,0.04826,1.556877,17.3035758,1173.34937007874,Music-Wire Steel,5,5108N109,10.45
0.034925,0.004572,0.0004572,0.09271,0.6227508,6.894741,105.076062992126,Music-Wire Steel,5,5108N121,14.92
0.034925,0.004572,0.000508,0.079248,0.8451618,9.2522976,192.639448818898,Music-Wire Steel,5,5108N128,14.92
0.034925,0.004572,0.0006604,0.056896,1.779288,18.682524,788.070472440945,Music-Wire Steel,5,5108N162,14.92
0.034925,0.004572,0.0007366,0.051562,2.3130744,25.8886404,1401.01417322835,Music-Wire Steel,5,5108N17,14.92
0.034925,0.006096,0.0005588,0.096012,0.8451618,9.2078154,140.101417322835,Music-Wire Steel,5,5108N213,14.92
0.034925,0.006096,0.0006604,0.075184,1.334466,14.679126,315.228188976378,Music-Wire Steel,5,5108N227,14.92
0.034925,0.006096,0.0007366,0.065786,1.779288,20.01699,577.918346456693,Music-Wire Steel,5,5108N241,14.92
0.034925,0.006096,0.0007874,0.059944,2.22411,23.575566,840.608503937008,Music-Wire Steel,5,5108N257,14.92
0.034925,0.006096,0.0008636,0.055372,2.891343,31.13754,1365.98881889764,Music-Wire Steel,5,5108N275,14.92
0.034925,0.006096,0.0009398,0.051054,3.558576,38.699514,2171.57196850394,Music-Wire Steel,5,5108N29,14.92
0.034925,0.006096,0.0010414,0.047244,4.670631,51.821763,3765.22559055118,Music-Wire Steel,5,5108N305,14.92
0.034925,0.00762,0.0007874,0.073914,1.7348058,19.5276858,455.329606299213,Music-Wire Steel,5,5108N32,14.92
0.034925,0.00762,0.0009398,0.060325,2.891343,32.027184,1155.83669291339,Music-Wire Steel,3,9044K106,9.12
0.034925,0.00762,0.0010922,0.056388,4.44822,53.37864,2276.64803149606,Music-Wire Steel,1,8594N109,4.37
0.034925,0.00762,0.0012446,0.04699,6.227508,69.392232,5131.21440944882,Music-Wire Steel,5,5108N338,14.92
0.034925,0.00762,0.001397,0.043688,8.5405824,94.7915682,9596.94708661417,Music-Wire Steel,5,5108N349,14.92
0.034925,0.009144,0.0006604,0.110236,0.889644,10.008495,122.58874015748,Music-Wire Steel,5,5108N356,14.92
0.034925,0.009144,0.0007874,0.086614,1.4679126,16.4139318,280.202834645669,Music-Wire Steel,5,5108N363,14.92
0.034925,0.009144,0.0008636,0.075438,1.9127346,21.2624916,472.842283464567,Music-Wire Steel,5,5108N374,14.92
0.034925,0.009144,0.0009398,0.068834,2.22411,26.244498,700.507086614173,Music-Wire Steel,5,5108N389,14.92
0.034925,0.009144,0.0009906,0.064262,2.8023786,31.2265044,963.197244094488,Music-Wire Steel,5,5108N402,14.92
0.034925,0.009144,0.0010414,0.061722,3.113754,35.140938,1190.86204724409,Music-Wire Steel,5,5108N414,14.92
0.034925,0.009144,0.001143,0.05588,4.003398,45.371844,1961.41984251968,Music-Wire Steel,5,5108N427,14.92
0.034925,0.009144,0.0012446,0.051562,5.337864,58.716504,3169.79456692913,Music-Wire Steel,5,5108N439,14.92
0.034925,0.009144,0.001397,0.047625,7.117152,78.288672,5621.56937007874,Music-Wire Steel,3,9044K116,9.12
0.034925,0.009144,0.0014732,0.04572,8.4071358,93.5015844,7740.60330708661,Music-Wire Steel,5,5108N468,15.2
0.034925,0.010668,0.0009398,0.073914,2.22411,23.130744,542.892992125984,Music-Wire Steel,5,5108N485,15.47
0.034925,0.010668,0.001397,0.050292,6.227508,70.281876,4115.47913385827,Music-Wire Steel,5,5108N507,15.47
0.034925,0.0127,0.0009398,0.08128,1.779288,19.572168,367.766220472441,Music-Wire Steel,5,5108N522,15.63
0.034925,0.0127,0.0010414,0.071882,2.22411,25.799676,630.456377952756,Music-Wire Steel,5,5108N533,15.63
0.034925,0.0127,0.001143,0.065532,3.113754,33.36165,980.709921259842,Music-Wire Steel,5,5108N546,15.63
0.034925,0.0127,0.0012446,0.05715,3.9144336,43.370145,1768.78039370079,Music-Wire Steel,5,5108N555,16.18
0.034925,0.0127,0.0016002,0.048768,7.561974,83.626536,5463.95527559055,Music-Wire Steel,3,5108N572,10.13
0.034925,0.0127,0.001905,0.04318,12.232605,135.7151922,14815.7248818898,Music-Wire Steel,3,5108N588,16.12
0.0381,0.003048,0.0003556,0.089154,0.444822,4.9820064,87.5633858267717,Music-Wire Steel,5,5108N072,10.45
0.0381,0.003048,0.0004064,0.071628,0.889644,7.117152,175.126771653543,Music-Wire Steel,5,5108N08,10.45
0.0381,0.003048,0.0004572,0.062738,0.889644,9.786084,350.253543307087,Music-Wire Steel,5,5108N087,10.45
0.0381,0.003048,0.000508,0.056642,1.334466,13.34466,647.96905511811,Music-Wire Steel,5,5108N098,10.45
0.0381,0.003048,0.0005588,0.053086,1.556877,17.3035758,1050.76062992126,Music-Wire Steel,5,5108N11,10.45
0.0381,0.0035814,0.0004064,0.068072,0.9341262,4.4037378,115.583669291339,Music-Wire Steel,12,9654K11,11.4
0.0381,0.0039624,0.000508,0.058674,1.779288,7.4285274,274.949031496063,Music-Wire Steel,12,9654K14,11.4
0.0381,0.004572,0.0003556,0.159512,0.3113754,3.4251294,24.167494488189,Music-Wire Steel,5,5108N119,14.92
0.0381,0.004572,0.0004572,0.103124,0.6227508,6.894741,87.5633858267717,Music-Wire Steel,3,9044K25,5.89
0.0381,0.004572,0.000508,0.088138,0.8451618,9.2522976,175.126771653543,Music-Wire Steel,5,5108N129,14.92
0.0381,0.004572,0.0005588,0.075946,0.889644,11.565372,280.202834645669,Music-Wire Steel,5,5108N138,14.92
0.0381,0.004572,0.0006096,0.069596,1.3789482,15.346359,437.816929133858,Music-Wire Steel,5,5108N15,14.92
0.0381,0.004572,0.0006604,0.062738,1.779288,18.682524,700.507086614173,Music-Wire Steel,5,5108N163,14.92
0.0381,0.004572,0.0007366,0.056896,2.3130744,25.8886404,1243.40007874016,Music-Wire Steel,5,5108N171,14.92
0.0381,0.004572,0.0007874,0.053086,2.668932,30.247896,1838.8311023622,Music-Wire Steel,5,5108N184,14.92
0.0381,0.004572,0.0008636,0.050038,3.6030582,39.9005334,3012.18047244094,Music-Wire Steel,5,5108N197,14.92
0.0381,0.0047752,0.000381,0.111506,0.3558576,2.8023786,33.2740866141732,Music-Wire Steel,12,9654K17,11.87
0.0381,0.0047752,0.0004064,0.098298,0.4893042,3.336165,47.2842283464567,Music-Wire Steel,12,9654K815,12.22
0.0381,0.0047752,0.0005842,0.063754,2.3575566,10.8091746,332.740866141732,Zinc-Plated Spring-Tempered Steel,12,9654K103,8.65
0.0381,0.0047752,0.000635,0.05461,3.0247896,11.6543364,525.38031496063,Music-Wire Steel,12,9654K818,11.74
0.0381,0.0055626,0.0004064,0.12319,0.3558576,2.891343,29.7715511811024,Music-Wire Steel,12,9654K412,12.08
0.0381,0.0055626,0.000508,0.083566,0.889644,5.4268284,99.8222598425197,Music-Wire Steel,12,9654K31,11.62
0.0381,0.0055626,0.0005842,0.06858,1.6013592,8.006796,210.152125984252,Music-Wire Steel,12,9654K416,11.74
0.0381,0.006096,0.0004572,0.152146,0.4893042,5.2488996,35.0253543307087,Music-Wire Steel,5,5108N204,14.92
0.0381,0.006096,0.0005588,0.108204,0.8451618,9.2078154,122.58874015748,Music-Wire Steel,5,5108N214,14.92
0.0381,0.006096,0.0006604,0.083312,1.334466,14.679126,280.202834645669,Music-Wire Steel,5,5108N228,14.92
0.0381,0.006096,0.0007366,0.073406,1.779288,20.01699,507.867637795276,Music-Wire Steel,3,9044K125,5.89
0.0381,0.006096,0.0007874,0.067056,2.22411,23.575566,735.532440944882,Music-Wire Steel,5,5108N258,14.92
0.0381,0.006096,0.0008636,0.061468,2.891343,31.13754,1208.37472440945,Music-Wire Steel,5,5108N276,14.92
0.0381,0.006096,0.0009398,0.05588,3.558576,38.699514,1961.41984251968,Music-Wire Steel,5,5108N291,14.92
0.0381,0.006096,0.0010414,0.052324,4.670631,51.821763,3327.40866141732,Music-Wire Steel,5,5108N306,14.92
0.0381,0.00635,0.000381,0.159512,0.1779288,2.0906634,15.7614094488189,Music-Wire Steel,12,9654K511,12.71
0.0381,0.00635,0.000508,0.098044,0.667233,4.7595954,68.2994409448819,Music-Wire Steel,12,9654K514,12.22
0.0381,0.00635,0.0005842,0.079248,1.2010194,7.0281876,141.85268503937,Music-Wire Steel,12,9654K517,11.97
0.0381,0.00635,0.0007366,0.064516,2.9803074,14.9905014,455.329606299213,Zinc-Plated Spring-Tempered Steel,12,9654K111,10.37
0.0381,0.0071374,0.0004064,0.170688,0.1779288,2.2685922,15.7614094488189,Music-Wire Steel,12,9654K47,12.71
0.0381,0.0071374,0.000635,0.079248,1.334466,7.9623138,161.11662992126,Music-Wire Steel,12,9654K51,11.97
0.0381,0.00762,0.0007874,0.083566,1.7348058,19.5276858,385.278897637795,Music-Wire Steel,5,5108N321,14.92
0.0381,0.00762,0.0009398,0.06731,2.891343,32.027184,998.222598425197,Music-Wire Steel,5,5108N329,14.92
0.0381,0.00762,0.0012446,0.052324,6.227508,69.392232,4465.73267716535,Music-Wire Steel,5,5108N339,14.92
0.0381,0.00762,0.001397,0.04826,8.5405824,94.7915682,8388.57236220473,Music-Wire Steel,3,9044K203,5.89
0.0381,0.0079502,0.000508,0.12827,0.3558576,3.8254692,38.5278897637795,Music-Wire Steel,12,9654K614,12.45
0.0381,0.0079502,0.0005842,0.101346,0.7117152,5.6937216,78.8070472440945,Music-Wire Steel,12,9654K617,12.22
0.0381,0.0079502,0.000635,0.088646,1.0230906,7.2061164,122.58874015748,Music-Wire Steel,12,9654K711,11.97
0.0381,0.0079502,0.0007366,0.079248,1.9572168,11.6543364,238.172409448819,Zinc-Plated Spring-Tempered Steel,12,9654K118,11.2
0.0381,0.0079502,0.000889,0.06223,4.3592556,20.7731874,684.745677165354,Zinc-Plated Spring-Tempered Steel,12,9654K126,11.2
0.0381,0.0087376,0.000635,0.098044,0.8006796,6.5833656,96.3197244094488,Music-Wire Steel,12,9654K716,12.22
0.0381,0.0087376,0.0007112,0.08128,1.3789482,9.0298866,176.878039370079,Music-Wire Steel,12,9654K912,11.97
0.0381,0.009144,0.0006604,0.12827,0.889644,10.008495,105.076062992126,Music-Wire Steel,5,5108N357,14.92
0.0381,0.009144,0.0007874,0.096774,1.4679126,16.4139318,245.177480314961,Music-Wire Steel,5,5108N364,14.92
0.0381,0.009144,0.0008636,0.08636,1.9127346,21.2624916,402.79157480315,Music-Wire Steel,5,5108N375,14.92
0.0381,0.009144,0.0009398,0.077724,2.22411,26.244498,595.431023622047,Music-Wire Steel,3,9044K227,5.89
0.0381,0.009144,0.0009906,0.072898,2.8023786,31.2265044,823.095826771653,Music-Wire Steel,5,5108N403,14.92
0.0381,0.009144,0.0010414,0.069088,3.113754,35.140938,1033.24795275591,Music-Wire Steel,5,5108N415,14.92
0.0381,0.009144,0.001143,0.062738,4.003398,45.371844,1681.21700787402,Music-Wire Steel,3,9044K253,5.89
0.0381,0.009144,0.0012446,0.057912,5.337864,58.716504,2696.95228346457,Music-Wire Steel,5,5108N44,14.92
0.0381,0.009144,0.001397,0.052324,7.117152,78.288672,4973.60031496063,Music-Wire Steel,5,5108N455,14.92
0.0381,0.009144,0.0014732,0.051054,8.4071358,93.5015844,6619.79196850394,Music-Wire Steel,5,5108N469,15.2
0.0381,0.009525,0.000889,0.07239,2.8468608,16.7253072,408.045377952756,Zinc-Plated Spring-Tempered Steel,12,9654K355,11.2
0.0381,0.009525,0.0012192,0.052578,10.5867636,42.6584298,2210.09985826772,Zinc-Plated Spring-Tempered Steel,3,9654K197,3.33
0.0381,0.010668,0.0009398,0.086106,2.22411,23.130744,437.816929133858,Music-Wire Steel,5,5108N486,15.47
0.0381,0.010668,0.001143,0.068326,3.6475404,40.3008732,1208.37472440945,Music-Wire Steel,5,5108N497,15.47
0.0381,0.010668,0.001397,0.056896,6.227508,70.281876,3414.97204724409,Music-Wire Steel,5,5108N508,15.47
0.0381,0.0127,0.0008636,0.102616,1.3789482,15.5242878,227.664803149606,Music-Wire Steel,5,5108N517,15.63
0.0381,0.0127,0.0009398,0.10414,1.779288,21.351456,297.715511811024,Music-Wire Steel,3,9654K306,10.24
0.0381,0.0127,0.0010414,0.084328,2.22411,25.799676,507.867637795276,Music-Wire Steel,5,5108N534,15.63
0.0381,0.0127,0.001143,0.074676,3.113754,33.36165,805.583149606299,Music-Wire Steel,5,5108N547,15.63
0.0381,0.0127,0.0012446,0.07112,4.003398,48.93042,1313.45078740157,Music-Wire Steel,3,9654K314,11.45
0.0381,0.0127,0.001397,0.061214,5.337864,58.271682,2276.64803149606,Music-Wire Steel,5,5108N567,16.18
0.0381,0.0127,0.0016002,0.055118,7.561974,83.626536,4465.73267716535,Music-Wire Steel,3,9044K365,6.98
0.0381,0.0127,0.0017526,0.050546,9.6971196,107.6914062,7915.73007874016,Music-Wire Steel,3,5108N577,16.12
0.0381,0.0127,0.001905,0.049276,13.34466,146.79126,12258.874015748,Music-Wire Steel,3,9654K317,11.39
0.0381,0.01651,0.0016002,0.052324,6.227508,65.833656,4343.14393700787,Music-Wire Steel,3,5108N605,11.05
0.0381,0.01651,0.0016002,0.075692,9.341262,73.39563,1705.73475590551,Music-Wire Steel,1,9044K416,4.67
0.041275,0.004572,0.0004572,0.127762,0.444822,7.561974,78.8070472440945,Music-Wire Steel,1,8594N102,3.9
0.04445,0.003048,0.0004064,0.08763,0.889644,7.117152,157.614094488189,Music-Wire Steel,5,5108N081,10.45
0.04445,0.003048,0.0004572,0.07366,0.889644,9.786084,297.715511811024,Music-Wire Steel,5,5108N088,10.45
0.04445,0.003048,0.000508,0.066548,1.334466,13.34466,542.892992125984,Music-Wire Steel,5,5108N099,10.45
0.04445,0.003048,0.0005588,0.06223,1.556877,17.3035758,875.633858267717,Music-Wire Steel,5,5108N111,10.45
0.04445,0.004572,0.0004572,0.123444,0.6227508,6.894741,87.5633858267717,Music-Wire Steel,5,5108N122,14.92
0.04445,0.004572,0.000508,0.105156,0.8451618,9.2522976,140.101417322835,Music-Wire Steel,5,5108N13,14.92
0.04445,0.004572,0.0005588,0.09017,0.889644,11.565372,227.664803149606,Music-Wire Steel,5,5108N139,14.92
0.04445,0.004572,0.0006096,0.08255,1.3789482,15.346359,367.766220472441,Music-Wire Steel,5,5108N151,14.92
0.04445,0.0047752,0.0005842,0.073914,2.3575566,10.3643526,274.949031496063,Zinc-Plated Spring-Tempered Steel,12,9654K104,9.24
0.04445,0.006096,0.0004572,0.22225,0.444822,5.782686,29.7715511811024,Music-Wire Steel,1,8594N103,4.37
0.04445,0.006096,0.0005588,0.131064,0.8451618,9.2078154,105.076062992126,Music-Wire Steel,5,5108N215,14.92
0.04445,0.006096,0.0006604,0.10033,1.334466,14.679126,227.664803149606,Music-Wire Steel,5,5108N229,14.92
0.04445,0.006096,0.0007366,0.088138,1.779288,20.01699,420.304251968504,Music-Wire Steel,3,9044K127,5.89
0.04445,0.006096,0.0007874,0.08001,2.22411,23.575566,595.431023622047,Music-Wire Steel,5,5108N259,14.92
0.04445,0.006096,0.0008636,0.073406,2.891343,31.13754,980.709921259842,Music-Wire Steel,5,5108N277,14.92
0.04445,0.006096,0.0009398,0.066802,3.558576,38.699514,1558.62826771654,Music-Wire Steel,3,9044K153,5.89
0.04445,0.006096,0.0010414,0.061722,4.670631,51.821763,2714.46496062992,Music-Wire Steel,5,5108N307,14.92
0.04445,0.00635,0.0007366,0.078232,2.9803074,14.901537,352.004811023622,Zinc-Plated Spring-Tempered Steel,12,9654K318,10.26
0.04445,0.00762,0.0007874,0.101854,1.7348058,19.5276858,315.228188976378,Music-Wire Steel,5,5108N322,14.92
0.04445,0.00762,0.0009398,0.08128,2.891343,32.027184,788.070472440945,Music-Wire Steel,5,5108N33,14.92
0.04445,0.00762,0.0010922,0.07493,4.44822,53.37864,1576.14094488189,Music-Wire Steel,1,8594N11,4.45
0.04445,0.00762,0.0012446,0.061976,6.227508,69.392232,3572.58614173228,Music-Wire Steel,5,5108N34,14.92
0.04445,0.00762,0.001397,0.05715,8.5405824,94.7915682,6742.38070866142,Music-Wire Steel,5,5108N35,14.92
0.04445,0.0079502,0.0007366,0.093726,1.9572168,11.6098542,197.893251968504,Zinc-Plated Spring-Tempered Steel,12,9654K119,11.69
0.04445,0.0079502,0.000889,0.075692,4.3592556,20.6397408,525.38031496063,Zinc-Plated Spring-Tempered Steel,12,9654K127,11.69
0.04445,0.009144,0.0006604,0.163068,0.889644,10.008495,70.0507086614173,Music-Wire Steel,5,5108N358,14.92
0.04445,0.009144,0.0007874,0.122936,1.4679126,16.4139318,192.639448818898,Music-Wire Steel,5,5108N365,14.92
0.04445,0.009144,0.0008636,0.107442,1.9127346,21.2624916,315.228188976378,Music-Wire Steel,5,5108N376,14.92
0.04445,0.009144,0.0009398,0.095758,2.22411,26.244498,455.329606299213,Music-Wire Steel,5,5108N39,14.92
0.04445,0.009144,0.0009906,0.089662,2.8023786,31.2265044,630.456377952756,Music-Wire Steel,5,5108N404,14.92
0.04445,0.009144,0.0010414,0.08382,3.113754,35.140938,805.583149606299,Music-Wire Steel,5,5108N416,14.92
0.04445,0.009144,0.001143,0.075692,4.003398,45.371844,1313.45078740157,Music-Wire Steel,5,5108N428,14.92
0.04445,0.009144,0.0012446,0.06985,5.337864,58.716504,2101.52125984252,Music-Wire Steel,5,5108N441,14.92
0.04445,0.009144,0.0014732,0.06096,8.4071358,93.5015844,5201.26511811024,Music-Wire Steel,5,5108N47,15.2
0.04445,0.009525,0.000889,0.087376,2.8468608,16.903236,327.487062992126,Zinc-Plated Spring-Tempered Steel,12,9654K191,11.69
0.04445,0.009525,0.0012192,0.063246,10.5867636,42.4360188,1696.97841732283,Zinc-Plated Spring-Tempered Steel,3,9654K198,3.45
0.04445,0.010668,0.0009398,0.109474,2.22411,23.130744,332.740866141732,Music-Wire Steel,5,5108N487,15.47
0.04445,0.010668,0.001143,0.08509,3.6475404,40.3008732,893.146535433071,Music-Wire Steel,5,5108N498,15.47
0.04445,0.010668,0.001397,0.069342,6.227508,70.281876,2574.36354330709,Music-Wire Steel,5,5108N509,15.47
0.04445,0.0127,0.0008636,0.140208,1.3789482,15.5242878,140.101417322835,Music-Wire Steel,5,5108N518,15.63
0.04445,0.0127,0.0009398,0.126492,1.779288,19.572168,210.152125984252,Music-Wire Steel,5,5108N523,15.63
0.04445,0.0127,0.0010414,0.108966,2.22411,25.799676,350.253543307087,Music-Wire Steel,5,5108N535,15.63
0.04445,0.0127,0.001143,0.096266,3.113754,33.36165,577.918346456693,Music-Wire Steel,3,9044K319,6.27
0.04445,0.0127,0.0012446,0.09271,4.003398,48.93042,928.17188976378,Music-Wire Steel,3,9654K398,11.64
0.04445,0.0127,0.001397,0.08001,4.44822,62.27508,1611.1662992126,Music-Wire Steel,3,9654K421,11.03
0.04445,0.0127,0.0016002,0.067564,7.561974,83.626536,3274.87062992126,Music-Wire Steel,3,9044K367,6.98
